release_date,release_stem,district,source_format,polarity,subjectivity,positive_count,negative_count,word_count
2010-06-09,201006,Dallas,legacy,0.1463414616299821,0.1077529564944113,47,35,761
2010-06-09,201006,Kansas City,legacy,0.0163934423542058,0.1079646015788237,31,30,565
2010-06-09,201006,Minneapolis,legacy,0.0810810788897005,0.0747474745964697,20,17,495
2010-06-09,201006,New York,legacy,0.0,0.0641891890807615,19,19,592
2010-06-09,201006,Philadelphia,legacy,0.2765957387958354,0.0665722378660449,30,17,706
2010-06-09,201006,Richmond,legacy,0.1475409811878527,0.0868945867708054,35,26,702
2010-06-09,201006,San Francisco,legacy,0.1304347797731569,0.0884615382914201,26,20,520
2010-06-09,201006,St. Louis,legacy,-0.133333328888889,0.0635593218992387,13,17,472
2010-07-28,201007,Atlanta,legacy,-0.3333333259259261,0.0982532748946435,15,30,458
2010-07-28,201007,Boston,legacy,-0.2753623148498215,0.0867924527210157,25,44,795
2010-07-28,201007,Chicago,legacy,-0.1612903199791883,0.1235059758495897,26,36,502
2010-07-28,201007,Cleveland,legacy,-0.1044776103809311,0.1087662335896652,30,37,616
2010-07-28,201007,Dallas,legacy,0.0410958898480015,0.0960526314525623,38,35,760
2010-07-28,201007,Kansas City,legacy,-0.2452830142399431,0.0972477062435821,20,33,545
2010-07-28,201007,Minneapolis,legacy,0.096774190426639,0.0621242483724965,17,14,499
2010-07-28,201007,New York,legacy,0.04999999875,0.0644122382215584,21,19,621
2010-07-28,201007,Philadelphia,legacy,-0.0689655160523187,0.0859259257986282,27,31,675
2010-07-28,201007,Richmond,legacy,-0.2093023207138995,0.0631424374990566,17,26,681
2010-07-28,201007,San Francisco,legacy,0.024390243307555,0.0797665368097927,21,20,514
2010-07-28,201007,St. Louis,legacy,0.2380952267573701,0.0621301773309758,13,8,338
2010-09-08,201009,Atlanta,legacy,-0.3999999900000002,0.085470085287457,12,28,468
2010-09-08,201009,Boston,legacy,-0.1688311666385563,0.0989717222378255,32,45,778
2010-09-08,201009,Chicago,legacy,-0.0357142850765306,0.1157024790997882,27,29,484
2010-09-08,201009,Cleveland,legacy,0.0980392137639369,0.0781010718558942,28,23,653
2010-09-08,201009,Dallas,legacy,-0.074626864557808,0.0916552666324825,31,36,731
2010-09-08,201009,Kansas City,legacy,-0.2941176427335641,0.1170395867176599,24,44,581
2010-09-08,201009,Minneapolis,legacy,0.0810810788897005,0.0741482964445925,20,17,499
2010-09-08,201009,New York,legacy,-0.3333333263888891,0.0802675583942014,16,32,598
2010-09-08,201009,Philadelphia,legacy,0.1666666620370371,0.0549618319771575,21,15,655
2010-09-08,201009,Richmond,legacy,-0.371428566122449,0.0947225979773713,22,48,739
2010-09-08,201009,San Francisco,legacy,-0.1764705847750866,0.0986460346254428,21,30,517
2010-09-08,201009,St. Louis,legacy,0.0399999984,0.053995680228951,13,12,463
2010-10-20,201010,Atlanta,legacy,-0.4418604548404545,0.1007025758765747,12,31,427
2010-10-20,201010,Boston,legacy,0.0,0.0704441040268849,23,23,653
2010-10-20,201010,Chicago,legacy,0.0,0.0924369745957206,22,22,476
2010-10-20,201010,Cleveland,legacy,-0.3333333271604939,0.0839813373499512,18,36,643
2010-10-20,201010,Dallas,legacy,0.1290322559833507,0.0781841108724033,35,27,793
2010-10-20,201010,Kansas City,legacy,0.2363636320661158,0.0968309857450158,34,21,568
2010-10-20,201010,Minneapolis,legacy,0.0,0.0642570279834196,16,16,498
2010-10-20,201010,New York,legacy,-0.1052631551246538,0.0685920576379204,17,21,554
2010-10-20,201010,Philadelphia,legacy,0.2307692248520712,0.0620031795516642,24,15,629
2010-10-20,201010,Richmond,legacy,-0.0322580639958376,0.0868347337719401,30,32,714
2010-10-20,201010,San Francisco,legacy,-0.1739130396975426,0.0896686158096128,19,27,513
2010-10-20,201010,St. Louis,legacy,0.3913043308128551,0.062499999830163,16,7,368
2010-12-01,201012,Atlanta,legacy,0.0175438593413358,0.1115459880400274,29,28,511
2010-12-01,201012,Boston,legacy,-0.0169491522550991,0.0809327845254694,29,30,729
2010-12-01,201012,Chicago,legacy,0.2156862702806613,0.0909090907470426,31,20,561
2010-12-01,201012,Cleveland,legacy,-0.054545453553719,0.0806451611720745,26,29,682
2010-12-01,201012,Dallas,legacy,-0.0652173905954631,0.1050228309303392,43,49,876
2010-12-01,201012,Kansas City,legacy,0.3770491741467349,0.1119266052992172,42,19,545
2010-12-01,201012,Minneapolis,legacy,0.1111111069958849,0.0523255812939426,15,12,516
2010-12-01,201012,New York,legacy,-0.0454545444214876,0.0791366905051498,21,23,556
2010-12-01,201012,Philadelphia,legacy,-0.1666666631944445,0.0790774298532497,20,28,607
2010-12-01,201012,Richmond,legacy,0.2238805936734239,0.0847029076046739,41,26,791
2010-12-01,201012,San Francisco,legacy,0.0999999975,0.0798403192019155,22,18,501
2010-12-01,201012,St. Louis,legacy,0.0,0.0453608246487405,11,11,485
2011-01-12,201101,Atlanta,old,-0.3207547109291564,0.0933098589906516,18,35,568
2011-01-12,201101,Boston,old,0.074626864557808,0.0930555554263117,36,31,720
2011-01-12,201101,Chicago,old,0.2131147506046762,0.1200787399211048,37,24,508
2011-01-12,201101,Cleveland,old,0.1111111090534979,0.0749999998958333,30,24,720
2011-01-12,201101,Dallas,old,0.3548387039542144,0.1018062395701046,42,20,609
2011-01-12,201101,Kansas City,old,0.2413793061831154,0.1012216403120041,36,22,573
2011-01-12,201101,Minneapolis,old,0.1111111069958849,0.0533596836890124,15,12,506
2011-01-12,201101,New York,old,0.0847457612754955,0.1072727270776859,32,27,550
2011-01-12,201101,Philadelphia,old,0.0232558134126555,0.0690208666628878,22,21,623
2011-01-12,201101,Richmond,old,0.2222222181069959,0.0786026199729219,33,21,687
2011-01-12,201101,San Francisco,old,0.1052631551246538,0.0687160939082891,21,17,553
2011-01-12,201101,St. Louis,old,0.1304347769376184,0.068656716212965,13,10,335
2011-04-13,201104,Atlanta,old,-0.0566037725169099,0.0979667280998766,25,28,541
2011-04-13,201104,Boston,old,-0.199999996923077,0.087837837719138,26,39,740
2011-04-13,201104,Chicago,old,0.0454545444214876,0.0852713176642028,23,21,516
2011-04-13,201104,Cleveland,old,0.2888888824691359,0.0623268697197688,29,16,722
2011-04-13,201104,Dallas,old,0.1948051922752572,0.0994832040058356,46,31,774
2011-04-13,201104,Kansas City,old,0.1940298478503007,0.1163194442425009,40,27,576
2011-04-13,201104,Minneapolis,old,0.0,0.0705882351557093,18,18,510
2011-04-13,201104,New York,old,0.1555555520987655,0.0870406187871554,26,19,517
2011-04-13,201104,Philadelphia,old,-0.0357142850765306,0.0822320116266784,27,29,681
2011-04-13,201104,Richmond,old,0.0793650781053162,0.0782608694679989,34,29,805
2011-04-13,201104,San Francisco,old,-0.2121212056932968,0.0609981514584137,13,20,541
2011-04-13,201104,St. Louis,old,0.047619045351474,0.0634441085696552,11,10,331
2011-06-08,201106,Atlanta,old,-0.1785714253826531,0.1016333936449484,23,33,551
2011-06-08,201106,Boston,old,-0.0645161279916753,0.0843537413818316,29,33,735
2011-06-08,201106,Chicago,old,-0.0163934423542058,0.1008264461143364,30,31,605
2011-06-08,201106,Cleveland,old,0.1153846131656805,0.0727272726255562,29,23,715
2011-06-08,201106,Dallas,old,0.2307692272189349,0.0904033378436671,40,25,719
2011-06-08,201106,Kansas City,old,0.087719296706679,0.1061452511989846,31,26,537
2011-06-08,201106,Minneapolis,old,-0.034482757431629,0.053211009076677,14,15,545
2011-06-08,201106,New York,old,-0.054545453553719,0.0925925924367128,26,29,594
2011-06-08,201106,Philadelphia,old,-0.1666666631944445,0.0715350222480849,20,28,671
2011-06-08,201106,Richmond,old,-0.0303030298438934,0.0936170211438056,32,34,705
2011-06-08,201106,San Francisco,old,-0.0769230749506904,0.0757281551927608,18,21,515
2011-06-08,201106,St. Louis,old,-0.0370370356652949,0.0630841120021399,13,14,428
2011-07-27,201107,Atlanta,old,-0.18518518175583,0.0897009965287359,22,32,602
2011-07-27,201107,Boston,old,-0.3086419714982473,0.1031847132443506,28,53,785
2011-07-27,201107,Chicago,old,-0.1874999970703125,0.115523465495445,26,38,554
2011-07-27,201107,Cleveland,old,-0.2758620642092748,0.0810055864790424,21,37,716
2011-07-27,201107,Dallas,old,-0.0153846151479289,0.0877192981272344,32,33,741
2011-07-27,201107,Kansas City,old,0.0833333321759259,0.1148325357020214,39,33,627
2011-07-27,201107,Minneapolis,old,-0.2258064443288243,0.0630081299532355,12,19,492
2011-07-27,201107,New York,old,-0.2499999955357143,0.0984182775071735,21,35,569
2011-07-27,201107,Philadelphia,old,-0.0740740727023319,0.0967741933749566,25,29,558
2011-07-27,201107,Richmond,old,-0.1475409811878527,0.0773130544013776,26,35,789
2011-07-27,201107,San Francisco,old,-0.1111111086419753,0.0819672129654513,20,25,549
2011-07-27,201107,St. Louis,old,-0.1851851783264748,0.0780346818553911,11,16,346
2011-09-07,201109,Atlanta,old,-0.2727272677685951,0.0968309857450158,20,35,568
2011-09-07,201109,Boston,old,-0.2058823499134948,0.0918918917677136,27,41,740
2011-09-07,201109,Chicago,old,-0.3548387039542144,0.1135531133451408,20,42,546
2011-09-07,201109,Cleveland,old,-0.1641791020271776,0.0912806538265931,28,39,734
2011-09-07,201109,Dallas,old,-0.1388888869598765,0.095999999872,31,41,750
2011-09-07,201109,Kansas City,old,-0.1076923060355029,0.1030110933391266,29,36,631
2011-09-07,201109,Minneapolis,old,-0.1724137871581452,0.057999999884,12,17,500
2011-09-07,201109,New York,old,-0.3529411712802769,0.1069182388256002,22,46,636
2011-09-07,201109,Philadelphia,old,-0.1320754692061232,0.0924956368368313,23,30,573
2011-09-07,201109,Richmond,old,-0.380281684784765,0.0969945353866195,22,49,732
2011-09-07,201109,San Francisco,old,0.0,0.079999999847619,21,21,525
2011-09-07,201109,St. Louis,old,0.2413793020214033,0.0626349890655831,18,11,463
2011-10-19,201110,Atlanta,old,-0.2203389793162884,0.0954692555089494,23,36,618
2011-10-19,201110,Boston,old,-0.3164556921967634,0.0988735918662408,27,52,799
2011-10-19,201110,Chicago,old,-0.0666666655555555,0.1069518714671089,28,32,561
2011-10-19,201110,Cleveland,old,-0.2187499965820313,0.0888888887654321,25,39,720
2011-10-19,201110,Dallas,old,-0.2753623148498215,0.0954356845153033,25,44,723
2011-10-19,201110,Kansas City,old,-0.3214285656887756,0.1009009007190974,19,37,555
2011-10-19,201110,Minneapolis,old,0.0,0.035363457690838,9,9,509
2011-10-19,201110,New York,old,0.0666666655555555,0.0961538459997534,32,28,624
2011-10-19,201110,Philadelphia,old,-0.1142857126530612,0.1234567899057199,31,39,567
2011-10-19,201110,Richmond,old,-0.2790697641968632,0.1116883115432619,31,55,770
2011-10-19,201110,San Francisco,old,-0.0833333315972222,0.0903954800557523,22,26,531
2011-10-19,201110,St. Louis,old,0.1111111049382719,0.0562499998242187,10,8,320
2011-11-30,201111,Atlanta,old,-0.292307687810651,0.0992366410698677,23,42,655
2011-11-30,201111,Boston,old,-0.0624999990234375,0.076281287155803,30,34,839
2011-11-30,201111,Chicago,old,-0.1599999968,0.0994035783312056,21,29,503
2011-11-30,201111,Cleveland,old,-0.163636360661157,0.0800582240464945,23,32,687
2011-11-30,201111,Dallas,old,0.0566037725169099,0.0794602697459366,28,25,667
2011-11-30,201111,Kansas City,old,0.1212121193755739,0.124060150142744,37,29,532
2011-11-30,201111,Minneapolis,old,-0.09090908815427,0.0642023345054429,15,18,514
2011-11-30,201111,New York,old,-0.0999999975,0.0831600829871931,18,22,481
2011-11-30,201111,Philadelphia,old,-0.0999999983333333,0.0961538459997534,27,33,624
2011-11-30,201111,Richmond,old,-0.0491803270626175,0.0899705013422264,29,32,678
2011-11-30,201111,San Francisco,old,-0.1627906938885885,0.076512455379871,18,25,562
2011-11-30,201111,St. Louis,old,-0.0769230739644971,0.0571428570172684,12,14,455
2012-01-11,201201,Atlanta,old,0.1219512180249851,0.120588235116782,46,36,680
2012-01-11,201201,Boston,old,-0.15662650413703,0.1079323795735599,35,48,769
2012-01-11,201201,Chicago,old,0.102040814244065,0.097999999804,27,22,500
2012-01-11,201201,Cleveland,old,-0.1562499975585937,0.0948148146743484,27,37,675
2012-01-11,201201,Dallas,old,0.0,0.0880330122585515,32,32,727
2012-01-11,201201,Kansas City,old,-0.0666666657777777,0.1308900521275915,35,40,573
2012-01-11,201201,Minneapolis,old,0.0,0.0446247463597875,11,11,493
2012-01-11,201201,New York,old,0.1794871748849442,0.0787878786287113,23,16,495
2012-01-11,201201,Philadelphia,old,-0.1944444417438272,0.1168831166933715,29,43,616
2012-01-11,201201,Richmond,old,-0.2676056300337235,0.0898734176077551,26,45,790
2012-01-11,201201,San Francisco,old,-0.2571428497959186,0.0666666665396825,13,22,525
2012-01-11,201201,St. Louis,old,0.1249999921875004,0.0512820511176857,9,7,312
2012-02-29,201202,Atlanta,old,0.1267605615949216,0.11359999981824,40,31,625
2012-02-29,201202,Boston,old,-0.0512820506245891,0.0905923343895559,37,41,861
2012-02-29,201202,Chicago,old,-0.0175438593413358,0.1073446325662059,28,29,531
2012-02-29,201202,Cleveland,old,0.1111111093474427,0.089108910765051,35,28,707
2012-02-29,201202,Dallas,old,0.4642857059948981,0.0753701210291115,41,15,743
2012-02-29,201202,Kansas City,old,0.1351351333089847,0.1225165560885487,42,32,604
2012-02-29,201202,Minneapolis,old,0.0,0.0546874998931884,14,14,512
2012-02-29,201202,New York,old,0.0952380929705216,0.0884210524454293,23,19,475
2012-02-29,201202,Philadelphia,old,0.2363636320661158,0.0938566551299374,34,21,586
2012-02-29,201202,Richmond,old,0.0,0.0664961635978309,26,26,782
2012-02-29,201202,San Francisco,old,-0.020408162848813,0.0887681157812171,24,25,552
2012-02-29,201202,St. Louis,old,0.3043478128544429,0.0504385963806171,15,8,456
2012-04-11,201204,Atlanta,old,0.0571428563265306,0.1037037035500685,37,33,675
2012-04-11,201204,Boston,old,-0.1714285689795918,0.087499999890625,29,41,800
2012-04-11,201204,Chicago,old,0.0645161279916753,0.1085814358868976,33,29,571
2012-04-11,201204,Cleveland,old,0.063829785875962,0.0677233428418972,25,22,694
2012-04-11,201204,Dallas,old,0.0793650781053162,0.0846774192410249,34,29,744
2012-04-11,201204,Kansas City,old,0.24999999609375,0.1068447410570204,40,24,599
2012-04-11,201204,Minneapolis,old,-0.1851851783264748,0.0543259556250986,11,16,497
2012-04-11,201204,New York,old,0.1999999933333335,0.0610997962095727,18,12,491
2012-04-11,201204,Philadelphia,old,0.1481481454046639,0.0974729240117817,31,23,554
2012-04-11,201204,Richmond,old,0.1733333310222222,0.0977835722323551,44,31,767
2012-04-11,201204,San Francisco,old,-0.0416666657986111,0.0869565215816005,23,25,552
2012-04-11,201204,St. Louis,old,0.7647058373702448,0.050147492477441,15,2,339
2012-06-06,201206,Atlanta,old,0.1923076886094675,0.0798771120124775,31,21,651
2012-06-06,201206,Boston,old,-0.0793650781053162,0.0899999998714285,29,34,700
2012-06-06,201206,Chicago,old,-0.0697674402379665,0.0875763745670542,20,23,491
2012-06-06,201206,Cleveland,old,0.0163934423542058,0.085434173549812,31,30,714
2012-06-06,201206,Dallas,old,0.3220338928468831,0.0784574467041789,39,20,752
2012-06-06,201206,Kansas City,old,0.1599999968,0.0869565215879017,29,21,575
2012-06-06,201206,Minneapolis,old,0.2352941107266438,0.0599647265256354,21,13,567
2012-06-06,201206,New York,old,-0.1764705830449828,0.0647619046385487,14,20,525
2012-06-06,201206,Philadelphia,old,0.0,0.1168384877717551,34,34,582
2012-06-06,201206,Richmond,old,-0.1014492738920395,0.0985714284306122,31,38,700
2012-06-06,201206,San Francisco,old,-0.024390243307555,0.0791505789977788,20,21,518
2012-06-06,201206,St. Louis,old,0.5384615177514801,0.0568927788689435,20,6,457
2012-07-18,201207,Atlanta,old,0.0181818178512396,0.0884244371568739,28,27,622
2012-07-18,201207,Boston,old,-0.0909090892561983,0.0918196993458769,25,30,599
2012-07-18,201207,Chicago,old,0.0,0.1064220181533541,29,29,545
2012-07-18,201207,Cleveland,old,-0.1724137901307967,0.0878787877456382,24,34,660
2012-07-18,201207,Dallas,old,0.1578947340720222,0.07862068954673,33,24,725
2012-07-18,201207,Kansas City,old,0.1076923060355029,0.1045016075490327,36,29,622
2012-07-18,201207,Minneapolis,old,-0.0555555540123457,0.0646319567959929,17,19,557
2012-07-18,201207,New York,old,-0.1249999960937501,0.0704845813425449,14,18,454
2012-07-18,201207,Philadelphia,old,0.0149253729115616,0.1124161071939327,34,33,596
2012-07-18,201207,Richmond,old,-0.1641791020271776,0.0874673628100948,28,39,766
2012-07-18,201207,San Francisco,old,-0.0769230749506904,0.0731707315700361,18,21,533
2012-07-18,201207,St. Louis,old,0.7777777345679036,0.0529411763148788,16,2,340
2012-08-29,201208,Atlanta,old,0.1562499975585937,0.0977099235149466,37,27,655
2012-08-29,201208,Boston,old,-0.2957746437214839,0.0918499351981242,25,46,773
2012-08-29,201208,Chicago,old,-0.0799999984,0.0978473579298486,23,27,511
2012-08-29,201208,Cleveland,old,-0.0153846151479289,0.0939306357024123,32,33,692
2012-08-29,201208,Dallas,old,0.0322580639958376,0.0796915166070803,32,30,778
2012-08-29,201208,Kansas City,old,0.1076923060355029,0.1077943613469413,36,29,603
2012-08-29,201208,Minneapolis,old,-0.133333328888889,0.0584795320497475,13,17,513
2012-08-29,201208,New York,old,-0.0714285688775511,0.0578512395498941,13,15,484
2012-08-29,201208,Philadelphia,old,-0.0158730156210632,0.101286173470601,31,32,622
2012-08-29,201208,Richmond,old,-0.2394366163459631,0.0971272228493471,27,44,731
2012-08-29,201208,San Francisco,old,-0.2682926763831054,0.0810276678240559,15,26,506
2012-08-29,201208,St. Louis,old,0.3333333222222225,0.0628930816291549,20,10,477
2012-10-10,201210,Atlanta,old,0.1063829764599366,0.0732087226274007,26,21,642
2012-10-10,201210,Boston,old,-0.3230769181065089,0.0859788358651073,22,43,756
2012-10-10,201210,Chicago,old,-0.2602739690373429,0.1346863466149698,27,46,542
2012-10-10,201210,Cleveland,old,-0.163636360661157,0.0777934935250445,23,32,707
2012-10-10,201210,Dallas,old,0.0769230757396449,0.0931232090356401,35,30,698
2012-10-10,201210,Kansas City,old,-0.1714285689795918,0.1111111109347442,29,41,630
2012-10-10,201210,Minneapolis,old,-0.0769230739644971,0.0489642183635325,12,14,531
2012-10-10,201210,New York,old,-0.2432432366691017,0.0738522952617718,14,23,501
2012-10-10,201210,Philadelphia,old,0.0909090892561983,0.0918196993458769,30,25,599
2012-10-10,201210,Richmond,old,-0.1612903199791883,0.0857538034775189,26,36,723
2012-10-10,201210,San Francisco,old,0.2592592496570648,0.0598669621732439,17,10,451
2012-10-10,201210,St. Louis,old,0.684210490304711,0.0526315788015745,16,3,361
2012-11-28,201211,Atlanta,old,0.1627906938885885,0.0653495439736329,25,18,658
2012-11-28,201211,Boston,old,-0.2962962908093279,0.0748959777047212,19,35,721
2012-11-28,201211,Chicago,old,-0.138461536331361,0.1114922811123631,28,37,583
2012-11-28,201211,Cleveland,old,-0.1874999970703125,0.0897615707015966,26,38,713
2012-11-28,201211,Dallas,old,-0.1688311666385563,0.109843081155716,32,45,701
2012-11-28,201211,Kansas City,old,-0.0144927534131485,0.1090047391642895,34,35,633
2012-11-28,201211,Minneapolis,old,-0.1666666620370371,0.0642857141709183,15,21,560
2012-11-28,201211,New York,old,-0.5324675255523699,0.1353251315723635,18,59,569
2012-11-28,201211,Philadelphia,old,-0.3643410824469683,0.1610486889375172,41,88,801
2012-11-28,201211,Richmond,old,-0.1999999971428571,0.0947225979773713,28,42,739
2012-11-28,201211,San Francisco,old,0.0476190464852608,0.080152671602762,22,20,524
2012-11-28,201211,St. Louis,old,0.6296296063100145,0.0560165973941564,22,5,482
2013-01-16,201301,Atlanta,old,0.2830188625845498,0.0864600324853833,34,19,613
2013-01-16,201301,Boston,old,-0.3972602685306812,0.1025280897436403,22,51,712
2013-01-16,201301,Chicago,old,-0.199999996923077,0.1031746030108339,26,39,630
2013-01-16,201301,Cleveland,old,-0.142857139941691,0.0680555554610339,21,28,720
2013-01-16,201301,Dallas,old,0.1142857126530612,0.0938337800350753,39,31,746
2013-01-16,201301,Kansas City,old,0.0769230759368836,0.1266233764178192,42,36,616
2013-01-16,201301,Minneapolis,old,-0.3043478128544429,0.0415913199971223,8,15,553
2013-01-16,201301,New York,old,-0.238095232426304,0.0895522386150272,16,26,469
2013-01-16,201301,Philadelphia,old,-0.0370370363511659,0.077142857032653,26,28,700
2013-01-16,201301,Richmond,old,-0.1466666647111111,0.0946969695774028,32,43,792
2013-01-16,201301,San Francisco,old,0.1428571387755103,0.0673076921782544,20,15,520
2013-01-16,201301,St. Louis,old,0.8095237709750585,0.060518731814067,19,2,347
2013-03-06,201303,Atlanta,old,0.3199999936000001,0.082781456816587,33,17,604
2013-03-06,201303,Boston,old,-0.24999999609375,0.0799001247441946,24,40,801
2013-03-06,201303,Chicago,old,-0.1562499975585937,0.104065040481195,27,37,615
2013-03-06,201303,Cleveland,old,-0.2727272685950413,0.0883534135363408,24,42,747
2013-03-06,201303,Dallas,old,-0.0188679241723033,0.0824261273990262,26,27,643
2013-03-06,201303,Kansas City,old,0.0909090892561983,0.0953206237516107,30,25,577
2013-03-06,201303,Minneapolis,old,-0.1282051249178173,0.074003794925989,17,22,527
2013-03-06,201303,New York,old,0.1282051249178173,0.068421052511542,22,17,570
2013-03-06,201303,Philadelphia,old,0.2075471658953365,0.0781710913301311,32,21,678
2013-03-06,201303,Richmond,old,-0.0937499985351562,0.0885200552026002,29,35,723
2013-03-06,201303,San Francisco,old,0.1489361670439113,0.0857664232011561,27,20,548
2013-03-06,201303,St. Louis,old,0.599999976000001,0.0514403291122627,20,5,486
2013-04-17,201304,Atlanta,old,0.3333333280423281,0.0966257667229666,42,21,652
2013-04-17,201304,Boston,old,0.0,0.0905349792996776,33,33,729
2013-04-17,201304,Chicago,old,0.0943396208615166,0.0933098589906516,29,24,568
2013-04-17,201304,Cleveland,old,-0.1372548992695118,0.0673712020246087,22,29,757
2013-04-17,201304,Dallas,old,0.2799999944000001,0.0707213577500405,32,18,707
2013-04-17,201304,Kansas City,old,0.3333333282828283,0.1029641184041121,44,22,641
2013-04-17,201304,Minneapolis,old,-0.1874999941406252,0.065979381307259,13,19,485
2013-04-17,201304,New York,old,0.0,0.067289719500393,18,18,535
2013-04-17,201304,Philadelphia,old,0.2444444390123458,0.072347266764715,28,17,622
2013-04-17,201304,Richmond,old,0.0,0.0867132865920093,31,31,715
2013-04-17,201304,San Francisco,old,-0.1052631551246538,0.0739299609456615,17,21,514
2013-04-17,201304,St. Louis,old,0.9999999333333378,0.044776119269325,15,0,335
2013-06-05,201306,Atlanta,old,0.4181818105785125,0.0889967636100376,39,16,618
2013-06-05,201306,Boston,old,0.0,0.0952380951085196,35,35,735
2013-06-05,201306,Chicago,old,-0.2394366163459631,0.1175496686795535,27,44,604
2013-06-05,201306,Cleveland,old,-0.0136986299493338,0.0945595853697414,36,37,772
2013-06-05,201306,Dallas,old,0.1874999970703125,0.093979441859061,38,26,681
2013-06-05,201306,Kansas City,old,0.0882352928200692,0.1047765791914074,37,31,649
2013-06-05,201306,Minneapolis,old,-0.1874999941406252,0.0643863177778947,13,19,497
2013-06-05,201306,New York,old,0.1851851783264748,0.0515267174589184,16,11,524
2013-06-05,201306,Philadelphia,old,0.3818181748760332,0.0832072615987787,38,17,661
2013-06-05,201306,Richmond,old,-0.1044776103809311,0.0875816992319193,30,37,765
2013-06-05,201306,San Francisco,old,-0.4054053944485029,0.0711538460170118,11,26,520
2013-06-05,201306,St. Louis,old,0.4117646937716266,0.0731182794126488,24,10,465
2013-07-17,201307,Atlanta,old,0.3962264076183697,0.0876033056403251,37,16,605
2013-07-17,201307,Boston,old,0.0,0.0620384046350983,21,21,677
2013-07-17,201307,Chicago,old,0.152542370295892,0.1057347668356007,34,25,558
2013-07-17,201307,Cleveland,old,-0.0303030298438934,0.0967741934064894,32,34,682
2013-07-17,201307,Dallas,old,0.2786885200214997,0.086402266166569,39,22,706
2013-07-17,201307,Kansas City,old,0.1764705847750866,0.0909090907470426,30,21,561
2013-07-17,201307,Minneapolis,old,-0.1999999933333335,0.0575815737858319,12,18,521
