ticker,year,hq_state,total_deposits_k,hq_state_deposits_k,locality,n_states,n_branches,n_certs,top_state,top_state_share
AUB,2020,VA,15786136.0,15360240.0,0.97302088364119,3,148,1,VA,0.97302088364119
AUB,2021,VA,16710356.0,16278486.0,0.9741555476137074,3,128,1,VA,0.9741555476137074
AUB,2022,VA,16156438.0,15724742.0,0.9732802490251874,3,113,1,VA,0.9732802490251874
AUB,2023,VA,16427117.0,16027430.0,0.9756690720593273,3,109,1,VA,0.9756690720593273
AUB,2024,VA,20020244.0,18903163.0,0.9442024283020727,3,129,1,VA,0.9442024283020727
AUB,2025,VA,31074801.0,20447058.0,0.6579948170866806,4,184,1,VA,0.6579948170866806
BHLB,2009,MA,1987154.0,1432570.0,0.7209154398702868,3,42,1,MA,0.7209154398702868
BHLB,2010,MA,2063498.0,1449853.0,0.7026190478498162,3,42,1,MA,0.7026190478498162
BHLB,2011,MA,2499230.0,1486266.0,0.5946895643858309,3,50,1,MA,0.5946895643858309
BHLB,2012,MA,3421588.0,1931387.0,0.5644709415628065,4,71,1,MA,0.5644709415628065
BHLB,2013,MA,3847809.0,2070585.0,0.5381205252131798,5,77,1,MA,0.5381205252131798
BHLB,2014,MA,4527627.0,2279954.0,0.5035648917192163,5,92,1,MA,0.5035648917192163
BHLB,2015,MA,5379939.0,3098206.0,0.5758812506981956,5,99,1,MA,0.5758812506981956
BHLB,2016,MA,5713834.0,3334572.0,0.583596233282241,4,95,1,MA,0.583596233282241
BHLB,2017,MA,6886906.0,3721233.0,0.5403345130600011,6,98,1,MA,0.5403345130600011
BHLB,2018,MA,8914526.0,5716014.0,0.6412022355423048,6,117,1,MA,0.6412022355423048
BHLB,2019,MA,10642662.0,6096312.0,0.5728183418772483,7,134,1,MA,0.5728183418772483
BHLB,2020,MA,10891820.0,6167534.0,0.5662537574069347,7,132,1,MA,0.5662537574069347
BHLB,2021,MA,10690722.0,5961984.0,0.5576783307993605,7,119,1,MA,0.5576783307993605
BHLB,2022,MA,10293037.0,6276316.0,0.6097632797783589,5,107,1,MA,0.6097632797783589
BHLB,2023,MA,10162643.0,6101413.0,0.6003765949468066,5,102,1,MA,0.6003765949468066
BHLB,2024,MA,10174678.0,6229933.0,0.6122978044120905,5,95,1,MA,0.6122978044120905
BHLB,2025,MA,10140784.0,6396364.0,0.6307563596660771,5,85,1,MA,0.6307563596660771
BOKF,2009,OK,13904236.0,7194832.0,0.5174561191280125,8,188,7,OK,0.5174561191280125
BOKF,2010,OK,15278697.0,8394499.0,0.5494250589562709,8,191,7,OK,0.5494250589562709
BOKF,2011,OK,16783197.0,9218578.0,0.5492742532903594,9,186,1,OK,0.5492742532903594
BOKF,2012,OK,18258912.0,10312656.0,0.5648012324063997,9,179,1,OK,0.5648012324063997
BOKF,2013,OK,19195165.0,10278858.0,0.5354920366665251,9,172,1,OK,0.5354920366665251
BOKF,2014,OK,20343181.0,10973660.0,0.5394269460611888,9,166,1,OK,0.5394269460611888
BOKF,2015,OK,21502228.0,12140411.0,0.5646117695338362,9,135,1,OK,0.5646117695338362
BOKF,2016,OK,21194755.0,11620681.0,0.5482809780061152,8,135,1,OK,0.5482809780061152
BOKF,2017,OK,22549197.0,12026911.0,0.533363161446503,8,131,1,OK,0.533363161446503
BOKF,2018,OK,22466747.0,11644544.0,0.5183012921274273,8,133,1,OK,0.5183012921274273
BOKF,2019,OK,25516321.0,12093480.0,0.47395077056759083,8,133,1,OK,0.47395077056759083
BOKF,2020,OK,34114397.0,17818219.0,0.5223078983339497,8,128,1,OK,0.5223078983339497
