ic_primary,p_one_sided,p_bootstrap,ci_lo,ci_hi,ic_secondary,p_secondary_one_sided,n_primary,n_secondary,ls_mean_net,sharpe_net,dsr_1,dsr_cum,cum_trials,supported
0.010845815160607966,0.33920161282741734,0.7168,-0.046566022078309545,0.07083143642715996,0.02035587046456667,0.21820291649815798,1464,1464,-0.0007087674216071418,-0.06722596291942073,0.39766065968142444,0.003453226940710673,78,False
